rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
2132,Lorenzo Pirola,Italy,DF,Salernitana,Serie A,21,2002,27,1987,1,0,1,1,0,0.9,0.9,13,57,0.05,0.00,39,23,53.6,30,16,25,93,1,0,0,0,0,0,0,0,868,1040,83.5,5563,91.4,88.5,46.0,1,33,1,198,6,0.0,66.7,13,7,0,5,1,15,26.7,0.18,0.07,0.25,62.4,0.41,0.00,0,2023-2024
2134,Alassane Pléa,France,FW,Gladbach,Bundesliga,30,1993,27,1913,7,4,11,6,1,7.0,6.2,56,115,0.33,0.19,17,7,46.7,0,11,2,6,0,0,0,0,0,0,0,0,541,774,69.9,2694,81.7,69.7,59.8,36,47,38,6,53,39.6,49.1,56,44,21,33,7,57,31.6,0.85,0.11,0.33,35.7,3.62,0.52,0,2023-2024
2135,Tommaso Pobega,Italy,MF,Milan,Serie A,24,1999,11,319,0,0,0,0,0,0.2,0.2,6,11,0.00,0.00,16,9,46.2,2,8,6,7,0,0,0,0,0,0,0,0,103,132,78.0,547,81.0,93.3,55.6,1,7,1,17,6,50.0,50.0,6,4,1,3,0,5,80.0,1.13,0.00,0.00,50.0,1.13,0.00,0,2023-2024
2136,Paul Pogba,France,MF,Juventus,Serie A,30,1993,2,54,0,0,0,0,0,0.0,0.0,1,5,0.00,0.00,1,1,100.0,0,0,1,1,0,0,0,0,0,0,0,0,27,35,77.1,113,92.9,84.6,50.0,1,5,2,1,2,50.0,50.0,1,1,0,0,0,0,0,0.00,0,0,100.0,3.33,1.67,0,2023-2024
2137,Ole Pohlmann,Germany,MF,Dortmund,Bundesliga,22,2001,2,54,0,0,0,0,0,0.1,0.1,0,0,0.00,0.00,1,0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,13,20,65.0,2,100.0,60.0,0.0,1,0,0,1,2,50.0,50.0,0,1,1,1,0,1,0.0,0.00,0.00,0,100.0,0.00,0.00,0,2023-2024
2138,Matteo Politano,Italy,FW,Napoli,Serie A,29,1993,37,2360,8,7,15,6,2,7.1,4.8,113,164,0.31,0.27,19,8,32.4,1,8,15,11,1,0,0,0,0,0,0,0,994,1292,76.9,5282,90.5,78.2,55.6,71,75,76,14,83,37.3,47.0,113,80,22,24,8,72,20.8,0.57,0.08,0.40,20.0,5.41,0.57,0,2023-2024
2139,Sebastian Polter,Germany,FW,Darmstadt 98,Bundesliga,32,1991,9,446,0,1,1,0,0,1.0,1.0,5,13,0.00,0.20,1,0,0.0,1,4,0,4,0,0,0,0,0,0,0,0,65,112,58.0,241,59.6,66.7,100.0,3,5,2,6,5,40.0,60.0,5,1,1,7,0,10,30.0,0.61,0.00,0.00,58.8,2.02,0.40,0,2023-2024
2140,Julien Ponceau,France,MF,Lorient,Ligue 1,22,2000,32,2244,3,2,5,3,0,3.3,3.3,106,154,0.12,0.08,32,15,30.0,1,21,19,20,0,0,0,0,0,0,0,0,1014,1200,84.5,3946,89.7,88.9,65.1,35,84,30,30,85,49.4,44.7,106,93,14,41,3,33,39.4,0.52,0.09,0.23,26.3,3.33,0.32,0,2023-2024
2141,Marin Pongračić,Croatia,DF,Lecce,Serie A,25,1997,36,3219,0,0,0,0,0,1.2,1.2,45,134,0.00,0.00,43,30,76.0,26,11,51,130,1,0,0,0,0,0,0,0,1583,1872,84.6,12707,85.6,92.0,68.9,11,119,5,322,23,65.2,17.4,45,18,1,3,0,13,23.1,0.08,0.00,0.00,60.8,0.89,0.06,0,2023-2024
2142,Nick Pope,England,GK,Newcastle Utd,Premier League,31,1992,15,1345,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,0,7,2,16,1.07,42,72.4,5,33.3,0,307,399,76.9,4836,98.3,97.7,47.9,0,5,0,366,0,0,0,0,0,0,0,0,1,0.0,0.00,0.00,0,75.0,0.07,0.00,6.3,2023-2024
2143,Pedro Porro,Spain,DF,Tottenham,Premier League,23,1999,35,3089,3,7,10,3,0,2.9,2.9,57,194,0.09,0.20,91,63,51.7,18,45,34,102,3,0,0,0,0,0,0,0,1806,2369,76.2,10519,90.3,77.7,40.7,51,135,48,161,57,45.6,42.1,57,46,10,15,3,53,22.6,0.35,0.06,0.25,51.7,3.12,0.35,0,2023-2024
2144,Portu,Spain,FW,Getafe,La Liga,31,1992,3,97,0,0,0,0,0,0.2,0.2,3,3,0.00,0.00,5,3,83.3,0,0,0,0,0,0,0,0,0,0,0,0,17,23,73.9,115,80.0,83.3,100.0,2,1,2,0,3,0.0,100.0,3,4,0,1,0,1,100.0,0.93,0.00,0.00,25.0,1.86,0.00,0,2023-2024
2145,Portu,Spain,MF,Girona,La Liga,31,1992,33,1188,7,5,12,7,0,3.4,3.4,32,32,0.53,0.38,18,13,16.7,1,8,4,6,0,0,0,0,0,0,0,0,232,308,75.3,778,83.1,83.8,36.8,16,13,9,4,19,21.1,73.7,32,30,10,15,7,21,47.6,0.76,0.33,0.70,26.9,2.20,0.68,0,2023-2024
2146,Stefan Posch,Austria,DF,Bologna,Serie A,26,1997,31,2409,1,2,3,1,0,1.2,1.2,44,123,0.04,0.07,77,46,55.7,8,19,18,72,0,0,0,0,0,0,0,0,1712,2082,82.2,10439,93.0,89.8,42.1,22,144,21,117,26,42.3,50.0,44,35,4,12,1,18,22.2,0.15,0.06,0.25,54.0,1.64,0.15,0,2023-2024
2147,Yussuf Poulsen,Denmark,FW,RB Leipzig,Bundesliga,29,1994,28,1217,5,2,7,5,0,5.7,5.7,11,16,0.37,0.15,13,8,28.6,3,10,4,15,0,0,0,0,0,0,0,0,207,289,71.6,622,79.3,72.7,60.0,13,8,5,16,22,54.5,31.8,11,10,5,20,5,29,55.2,1.18,0.17,0.31,35.8,2.74,0.37,0,2023-2024
2149,Alejandro Pozo Pozo,Spain,DF,Almería,La Liga,24,1999,21,976,0,0,0,0,0,0.4,0.4,22,44,0.00,0.00,19,12,60.0,4,10,7,21,0,0,0,0,0,0,0,0,443,598,74.1,2929,87.5,74.4,48.1,13,36,15,28,14,7.1,85.7,22,15,3,4,0,4,75.0,0.28,0.00,0.00,35.7,2.31,0.28,0,2023-2024
2150,Beñat Prados,Spain,MF,Athletic Club,La Liga,22,2001,26,1449,0,0,0,0,0,0.5,0.5,23,87,0.00,0.00,45,28,54.8,5,27,23,27,0,0,0,0,0,0,0,0,667,811,82.2,2698,89.1,83.0,56.5,10,69,10,30,19,63.2,31.6,23,21,1,19,0,7,57.1,0.25,0.00,0.00,48.3,1.30,0.06,0,2023-2024
2151,Matteo Prati,Italy,MF,Cagliari,Serie A,19,2003,26,1972,1,1,2,1,0,2.0,2.0,8,66,0.05,0.05,45,25,61.9,6,23,15,26,1,0,0,0,0,0,0,0,560,755,74.2,2794,84.0,80.8,48.0,14,59,14,33,9,44.4,55.6,8,9,1,7,1,36,27.8,0.46,0.03,0.10,40.9,2.33,0.18,0,2023-2024
2152,Abdón Prats,Spain,FW,Mallorca,La Liga,30,1992,34,1270,6,1,7,6,0,3.2,3.2,9,26,0.43,0.07,6,4,60.0,3,3,2,12,0,0,0,0,0,0,0,0,132,240,55.0,475,66.4,59.2,52.2,14,12,8,16,18,44.4,55.6,9,9,5,10,6,33,42.4,0.99,0.18,0.43,39.4,1.63,0.21,0,2023-2024
2153,Sanjin Prcić,Bosnia and Herzegovina,MF,Strasbourg,Ligue 1,29,1993,3,88,0,0,0,0,0,0.0,0.0,0,5,0.00,0.00,0,0,0.0,1,1,3,1,0,0,0,0,0,0,0,0,44,47,93.6,265,93.8,95.2,100.0,3,5,0,0,0,0,0,0,0,0,0,0,1,0.0,0.00,0.00,0,0,4.09,1.02,0,2023-2024
2154,Grischa Prömel,Germany,MF,Hoffenheim,Bundesliga,28,1995,28,2139,4,5,9,4,0,3.8,3.8,35,96,0.17,0.21,32,18,43.8,6,16,22,36,0,0,0,0,0,0,0,0,802,983,81.6,2950,88.1,88.1,54.0,21,74,17,54,31,38.7,48.4,35,36,1,25,4,26,30.8,0.34,0.15,0.50,41.0,1.85,0.34,0,2023-2024
2155,Ivan Provedel,Italy,GK,Lazio,Serie A,29,1994,30,2699,0,0,0,0,0,0.0,0.0,0,3,0.00,0.00,1,0,33.3,0,0,0,12,1,33,1.10,86,73.9,9,30.0,0.0,835,1022,81.7,15095,100.0,99.2,64.0,0,9,1,925,2,50.0,50.0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.10,0.00,4.0,2023-2024
2156,Marc Pubill,Spain,DF,Almería,La Liga,20,2003,23,1883,1,3,4,1,0,0.7,0.7,59,36,0.05,0.14,47,23,56.4,8,12,15,83,1,0,0,0,0,0,0,0,686,958,71.6,4008,86.3,73.7,35.3,21,39,11,112,65,50.8,35.4,59,42,7,14,1,20,25.0,0.24,0.05,0.20,55.6,2.01,0.19,0,2023-2024
2157,Gustavo Puerta,Colombia,DF,Leverkusen,Bundesliga,20,2003,7,46,0,0,0,0,0,0.1,0.1,1,8,0.00,0.00,5,3,50.0,0,2,0,0,0,0,0,0,0,0,0,0,39,42,92.9,209,95.2,94.1,75.0,1,4,1,2,1,100.0,0.0,1,1,0,0,0,2,0.0,0.00,0.00,0,50.0,3.91,0.00,0,2023-2024
2158,Antonio Puertas,Spain,MF,Granada,La Liga,31,1992,27,730,0,2,2,0,0,3.2,1.6,18,22,0.00,0.25,12,8,40.0,0,5,6,4,0,0,0,0,0,0,0,0,154,214,72.0,553,77.7,70.6,55.0,10,13,8,3,31,48.4,48.4,18,18,7,11,0,17,23.5,0.49,0.00,0.00,36.1,3.57,0.12,0,2023-2024
2159,Arnau Puigmal,Spain,FW,Almería,La Liga,22,2001,11,255,0,0,0,0,0,0.0,0.0,4,8,0.00,0.00,2,1,33.3,0,3,3,2,0,0,0,0,0,0,0,0,65,93,69.9,349,91.3,72.7,29.4,3,6,4,2,7,28.6,57.1,4,3,0,2,0,0,0,0.00,0,0,25.0,1.42,0.00,0,2023-2024
2160,Christian Pulisic,United States,FW,Milan,Serie A,24,1998,36,2602,12,8,20,12,0,8.0,8.0,131,87,0.42,0.28,35,26,56.7,1,19,10,10,1,0,0,0,0,0,0,0,832,1074,77.5,2542,87.0,81.0,50.8,44,42,43,15,122,38.5,44.3,131,62,46,33,12,65,47.7,1.07,0.18,0.39,38.1,3.11,0.59,0,2023-2024
2161,George Pușcaș,Romania,FW,Genoa,Serie A,27,1996,8,191,0,0,0,0,0,2.1,2.1,5,3,0.00,0.00,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,34,61,55.7,67,64.9,57.1,0.0,1,3,1,2,3,33.3,66.7,5,5,3,6,0,11,45.5,2.36,0.00,0.00,60.0,2.37,0.00,0,2023-2024
2162,Jarell Quansah,England,DF,Liverpool,Premier League,20,2003,17,1190,2,0,2,2,0,1.0,1.0,13,67,0.15,0.00,25,22,70.0,8,8,17,39,1,0,0,0,0,0,0,0,1038,1172,88.6,6199,93.9,94.0,53.0,3,69,1,92,7,57.1,42.9,13,10,0,2,2,6,66.7,0.30,0.33,0.50,67.2,0.98,0.08,0,2023-2024
2164,Adrien Rabiot,France,MF,Juventus,Serie A,28,1995,31,2651,5,3,8,5,0,3.5,3.4,72,120,0.17,0.10,58,39,66.7,6,20,25,34,0,0,0,0,0,0,0,0,996,1211,82.2,3691,88.4,84.1,65.4,26,103,23,69,54,51.9,38.9,72,59,10,19,5,38,42.1,0.54,0.13,0.31,57.4,2.17,0.17,0,2023-2024
2165,Uroš Račić,Serbia,MF,Sassuolo,Serie A,25,1998,22,820,1,1,2,1,0,0.8,0.8,5,37,0.11,0.11,10,4,0.0,7,9,7,22,0,0,0,0,0,0,0,0,322,396,81.3,1601,87.6,89.3,50.9,6,30,4,30,7,85.7,14.3,5,6,0,6,1,17,23.5,0.44,0.06,0.25,48.0,1.86,0.33,0,2023-2024
2166,Nemanja Radonjić,Serbia,MF,Torino,Serie A,27,1996,10,374,3,0,3,3,0,1.7,1.7,11,7,0.72,0.00,1,1,33.3,0,3,0,0,0,0,0,0,0,0,0,0,57,89,64.0,199,71.7,69.6,50.0,3,4,3,0,23,43.5,47.8,11,3,6,3,3,12,41.7,1.20,0.25,0.60,0.0,2.17,0.24,0,2023-2024
2167,Nemanja Radonjić,Serbia,MF,Mallorca,La Liga,27,1996,11,353,0,0,0,0,0,1.6,1.6,23,12,0.00,0.00,4,2,25.0,0,2,3,3,0,0,0,0,0,0,0,0,78,119,65.5,465,74.5,73.5,42.9,7,9,5,0,33,63.6,33.3,23,8,13,5,0,10,70.0,1.78,0.00,0.00,75.0,4.84,0.25,0,2023-2024
2168,Aleksandar Radovanović,Serbia,DF,Almería,La Liga,29,1993,9,569,0,0,0,0,0,0.0,0.0,0,5,0.00,0.00,8,7,100.0,8,0,11,48,0,0,0,0,0,0,0,0,181,197,91.9,1019,96.1,97.3,70.0,1,1,0,68,1,0.0,100.0,0,0,0,0,0,1,0.0,0.00,0.00,0,60.9,0.32,0.00,0,2023-2024
2169,Ionuț Radu,Romania,GK,Bournemouth,Premier League,26,1997,2,180,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,7,3.50,4,36.4,0,0.0,0,56,68,82.4,583,100.0,96.7,42.1,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,10.5,2023-2024
2170,Boris Radunović,Serbia,GK,Cagliari,Serie A,27,1996,7,630,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,1,1,2,12,1.71,16,55.6,2,28.6,0,169,222,76.1,3933,100.0,97.1,60.2,0,9,0,202,0,0,0,0,0,0,0,0,0,0,0.00,0,0,50.0,0.14,0.00,6.1,2023-2024
2171,Hamza Rafia,Tunisia,MF,Lecce,Serie A,24,1999,28,1204,1,0,1,1,0,0.8,0.8,15,46,0.07,0.00,44,31,43.3,1,26,11,13,0,0,0,0,0,0,0,0,359,504,71.2,1650,80.3,80.0,38.0,15,41,6,16,30,40.0,46.7,15,12,3,22,1,16,18.8,0.22,0.06,0.33,31.0,2.47,0.15,0,2023-2024
2173,Antonio Raillo,Spain,DF,Mallorca,La Liga,31,1991,26,2195,3,2,5,3,0,1.4,1.4,24,80,0.12,0.08,30,23,73.9,30,14,37,104,2,0,0,0,0,0,0,0,990,1159,85.4,7350,87.8,91.0,68.7,8,61,2,197,2,50.0,50.0,24,11,1,7,3,29,31.0,0.37,0.10,0.33,67.6,0.90,0.25,0,2023-2024
2175,Predrag Rajković,Serbia,GK,Mallorca,La Liga,27,1995,36,3240,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,2,1,100.0,0,0,0,14,0,43,1.19,95,71.7,9,25.0,20.0,735,1249,58.8,23581,100.0,97.3,44.7,4,50,1,1084,3,100.0,0.0,0,0,0,0,0,0,0,0.00,0,0,71.4,0.25,0.03,6.6,2023-2024
2176,Jesurun Rak Sakyi,England,MF,Crystal Palace,Premier League,20,2002,6,136,0,0,0,0,0,0.4,0.4,7,2,0.00,0.00,4,1,66.7,0,2,3,1,0,0,0,0,0,0,0,0,37,50,74.0,79,85.7,68.8,66.7,2,2,0,1,10,40.0,50.0,7,3,5,3,0,5,20.0,0.66,0.00,0.00,66.7,3.97,0.00,0,2023-2024
2177,Ivan Rakitić,Croatia,MF,Sevilla,La Liga,35,1988,18,1425,2,1,3,2,0,1.3,1.3,24,127,0.13,0.06,30,16,57.9,5,11,14,12,0,0,0,0,0,0,0,0,821,1095,75.0,4888,86.7,80.7,56.0,49,111,26,19,20,40.0,45.0,24,21,1,5,2,32,21.9,0.44,0.06,0.29,48.0,5.05,0.06,0,2023-2024
2178,Ylber Ramadani,Albania,MF,Lecce,Serie A,27,1996,34,2970,1,0,1,1,0,1.0,1.0,36,121,0.03,0.00,68,41,38.5,13,41,44,44,0,0,0,0,0,0,0,0,991,1250,79.3,5050,84.5,87.8,60.3,16,103,10,75,40,57.5,35.0,36,31,0,25,1,31,19.4,0.18,0.03,0.17,51.8,1.67,0.00,0,2023-2024
2179,Largie Ramazani,Belgium,FW,Almería,La Liga,22,2001,29,1555,3,5,8,3,0,4.7,4.7,59,42,0.17,0.29,12,7,23.1,2,14,34,10,0,0,0,0,0,0,0,0,203,340,59.7,1275,72.7,59.3,44.2,26,26,16,11,74,41.9,51.4,59,41,27,33,3,40,30.0,0.69,0.08,0.25,16.7,3.29,0.58,0,2023-2024
2180,Benito Ramírez,Spain,FW,Las Palmas,La Liga,28,1995,20,384,1,1,2,1,0,0.4,0.4,13,5,0.23,0.23,5,3,50.0,1,6,3,0,0,0,0,0,0,0,0,0,136,196,69.4,488,90.8,62.2,27.6,2,8,5,6,11,18.2,81.8,13,8,5,3,1,10,30.0,0.70,0.10,0.33,15.4,1.87,0.47,0,2023-2024
2181,Sandro Ramírez,Spain,FW,Las Palmas,La Liga,28,1995,27,1808,1,3,4,1,0,3.7,3.0,61,54,0.05,0.15,12,8,40.0,1,12,4,14,1,0,0,0,0,0,0,0,516,690,74.8,1872,85.6,83.1,51.1,32,18,25,17,54,40.7,46.3,61,26,30,23,1,51,35.3,0.90,0.02,0.06,38.9,3.84,0.25,0,2023-2024
2182,Chris Ramos,Spain,FW,Cádiz,La Liga,26,1997,37,2612,5,1,6,5,0,10.1,10.1,31,28,0.17,0.03,28,15,29.6,7,16,9,44,0,0,0,0,0,0,0,0,274,486,56.4,630,65.8,50.4,43.8,14,13,9,51,69,26.1,63.8,31,24,21,53,5,76,35.5,0.93,0.07,0.19,51.2,1.34,0.07,0,2023-2024
2183,Gonçalo Ramos,Portugal,FW,Paris S-G,Ligue 1,22,2001,29,1419,11,1,12,10,1,10.9,10.2,11,29,0.70,0.06,25,15,30.0,2,10,5,16,0,0,0,0,0,0,0,0,304,397,76.6,601,81.2,74.4,63.6,15,18,9,17,21,38.1,52.4,11,10,10,16,11,54,37.0,1.27,0.19,0.50,56.6,2.16,0.38,0,2023-2024
2184,Sergio Ramos,Spain,DF,Sevilla,La Liga,37,1986,28,2517,3,0,3,3,0,1.9,1.9,11,81,0.11,0.00,45,30,67.5,30,5,41,156,0,0,0,0,0,0,0,0,1356,1524,89.0,10962,92.1,94.4,76.3,4,103,3,289,11,54.5,27.3,11,10,3,6,3,28,39.3,0.39,0.11,0.27,66.1,0.75,0.11,0,2023-2024
2185,Aaron Ramsdale,England,GK,Arsenal,Premier League,25,1998,6,540,0,0,0,0,0,0.0,0.0,0,2,0.00,0.00,0,0,0,0,0,0,3,2,5,0.83,9,64.3,2,33.3,0,131,188,69.7,2420,100.0,98.4,37.2,0,4,0,140,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,17.4,2023-2024
2186,Aaron Ramsey,England,MF,Burnley,Premier League,20,2003,14,527,0,0,0,0,0,0.3,0.3,8,8,0.00,0.00,17,14,50.0,2,9,1,10,0,0,0,0,0,0,0,0,118,151,78.1,224,84.5,80.4,90.0,1,7,2,15,10,30.0,60.0,8,5,4,10,0,6,33.3,0.34,0.00,0.00,44.4,0.85,0.00,0,2023-2024
2187,Jacob Ramsey,England,FW,Aston Villa,Premier League,22,2001,16,853,1,1,2,1,0,2.2,2.2,33,28,0.11,0.11,16,8,33.3,2,13,3,8,0,0,0,0,0,0,0,0,257,322,79.8,863,82.7,84.3,75.0,10,22,5,10,20,40.0,55.0,33,19,11,21,1,19,21.1,0.42,0.05,0.25,62.5,3.06,0.32,0,2023-2024
2188,Luca Ranieri,Italy,DF,Fiorentina,Serie A,24,1999,26,2065,2,1,3,2,0,0.9,0.9,17,99,0.09,0.04,14,10,61.5,11,14,29,64,0,0,0,0,0,0,0,0,1142,1362,83.8,8689,90.9,90.5,62.3,7,95,11,120,13,30.8,61.5,17,22,0,0,2,10,30.0,0.13,0.20,0.67,51.3,0.96,0.09,0,2023-2024
2189,Filippo Ranocchia,Italy,MF,Empoli,Serie A,22,2001,9,476,0,0,0,0,0,0.2,0.2,5,21,0.00,0.00,16,11,43.8,1,8,3,14,0,0,0,0,0,0,0,0,152,216,70.4,1062,83.6,82.5,41.2,4,17,4,19,10,60.0,20.0,5,4,0,8,0,6,33.3,0.38,0.00,0.00,60.0,1.51,0.00,0,2023-2024
2190,Grant Ranos,Armenia,MF,Gladbach,Bundesliga,20,2003,9,49,0,0,0,0,0,0.3,0.3,0,3,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,80.0,76,90.0,72.7,0.0,0,2,0,0,3,33.3,66.7,0,1,0,5,0,3,0.0,0.00,0.00,0,16.7,3.60,1.80,0,2023-2024
2191,Raphinha,Brazil,FW,Barcelona,La Liga,26,1996,28,1368,6,9,15,5,1,7.4,6.6,49,57,0.39,0.59,14,8,22.2,1,16,13,11,0,0,0,0,0,0,0,0,522,693,75.3,2397,83.4,82.0,55.3,41,39,32,11,46,52.2,41.3,49,22,23,8,6,58,34.5,1.32,0.09,0.25,64.3,5.86,0.86,0,2023-2024
2192,Nicolai Rapp,Germany,DF,Werder Bremen,Bundesliga,26,1996,2,76,0,0,0,0,0,0.0,0.0,1,2,0.00,0.00,3,2,100.0,0,2,2,8,0,0,0,0,0,0,0,0,32,40,80.0,213,85.7,81.8,66.7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0.00,0,0,100.0,0.00,0.00,0,2023-2024
2193,Elba Rashani,Kosovo,MF,Clermont Foot,Ligue 1,30,1993,24,1175,2,0,2,2,0,2.1,2.1,19,22,0.15,0.00,30,18,45.8,3,14,12,15,0,0,0,0,0,0,0,0,294,392,75.0,849,84.9,70.8,35.3,12,16,5,17,46,37.0,56.5,19,16,6,22,2,17,29.4,0.38,0.12,0.40,57.1,2.22,0.15,0,2023-2024
2194,Marcus Rashford,England,FW,Manchester Utd,Premier League,25,1997,33,2271,7,2,9,5,2,7.4,5.8,95,65,0.28,0.08,19,12,34.6,1,14,4,21,0,0,0,0,0,0,0,0,559,742,75.3,2035,84.0,72.4,54.1,23,34,30,24,109,44.0,48.6,95,51,64,38,7,60,31.7,0.75,0.08,0.26,36.6,3.45,0.48,0,2023-2024
2195,Giacomo Raspadori,Italy,FW,Napoli,Serie A,23,2000,37,1584,5,3,8,5,0,5.9,4.5,29,54,0.28,0.17,21,10,40.0,1,14,3,7,0,0,0,0,0,0,0,0,525,709,74.0,1615,83.7,76.7,59.3,36,38,15,5,30,46.7,46.7,29,18,12,18,5,60,40.0,1.36,0.08,0.21,28.0,4.25,0.17,0,2023-2024
2196,Andrei Ratiu,Romania,DF,Rayo Vallecano,La Liga,25,1998,12,630,0,0,0,0,0,0.3,0.3,28,19,0.00,0.00,12,4,53.3,1,3,0,12,0,0,0,0,0,0,0,0,245,313,78.3,1243,84.9,83.3,59.3,6,15,5,22,29,44.8,48.3,28,19,8,7,0,6,16.7,0.14,0.00,0.00,46.2,1.57,0.00,0,2023-2024
2197,Raúl,Spain,FW,Osasuna,La Liga,22,2000,35,1355,6,1,7,6,0,4.9,4.9,16,22,0.40,0.07,10,4,20.0,1,8,5,11,0,0,0,0,0,0,0,0,191,306,62.4,453,67.4,67.6,60.0,10,14,6,12,21,28.6,61.9,16,11,7,16,6,33,36.4,0.80,0.18,0.50,42.0,1.46,0.13,0,2023-2024
2198,David Raum,Germany,DF,RB Leipzig,Bundesliga,25,1998,31,2739,2,8,10,2,0,0.8,0.8,77,131,0.07,0.26,58,35,58.6,9,42,27,82,2,0,0,0,0,0,0,0,1566,2154,72.7,10264,88.4,76.9,43.7,68,92,62,88,32,56.3,40.6,77,44,15,15,2,14,28.6,0.13,0.14,0.50,57.4,3.32,0.43,0,2023-2024
2199,Federico Ravaglia,Italy,GK,Bologna,Serie A,23,1999,6,535,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,2,0,3,0.50,13,83.3,4,66.7,100.0,166,206,80.6,2149,100.0,98.8,39.1,0,0,0,195,1,100.0,0.0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.17,0.00,1.4,2023-2024
2200,David Raya,Spain,GK,Arsenal,Premier League,27,1995,32,2880,0,0,0,0,0,0.0,0.0,0,2,0.00,0.00,1,1,100.0,0,0,0,8,5,24,0.75,45,68.1,16,50.0,33.3,800,1068,74.9,14108,98.7,99.0,41.7,0,30,0,764,0,0,0,0,0,0,0,0,0,0,0.00,0,0,83.3,0.12,0.00,12.2,2023-2024
2201,Tim Ream,United States,DF,Fulham,Premier League,35,1987,18,1503,1,0,1,1,0,1.0,1.0,11,65,0.06,0.00,20,9,50.0,15,8,25,61,2,0,0,0,0,0,0,0,944,1060,89.1,6949,92.5,92.1,76.9,0,78,1,160,7,85.7,14.3,11,6,2,3,1,1,100.0,0.06,1.00,1.00,56.8,0.60,0.06,0,2023-2024
2202,Abderrahman Rebbach,Algeria,FW,Alavés,La Liga,24,1998,23,722,1,0,1,1,0,0.8,0.8,34,14,0.12,0.00,9,5,33.3,1,9,3,7,0,0,0,0,0,0,0,0,124,225,55.1,845,75.0,59.7,37.8,18,12,6,6,28,35.7,57.1,34,15,18,12,1,17,23.5,0.50,0.06,0.25,35.0,3.61,0.00,0,2023-2024
2203,Nathan Redmond,England,FW,Burnley,Premier League,29,1994,12,142,0,0,0,0,0,0.0,0.0,7,8,0.00,0.00,2,1,25.0,0,1,0,3,0,0,0,0,0,0,0,0,48,73,65.8,137,83.3,57.9,44.4,3,3,4,3,6,66.7,33.3,7,5,1,2,0,0,0,0.00,0,0,50.0,5.07,0.63,0,2023-2024
2204,Harrison Reed,England,MF,Fulham,Premier League,28,1995,27,1325,0,2,2,0,0,0.3,0.3,10,56,0.00,0.14,29,18,41.9,9,10,11,24,0,0,0,0,0,0,0,0,627,748,83.8,2279,89.7,88.3,64.7,14,40,15,34,10,50.0,50.0,10,10,1,13,0,9,22.2,0.14,0.00,0.00,40.9,1.97,0.34,0,2023-2024
2205,Sergio Reguilón,Spain,DF,Manchester Utd,Premier League,26,1996,9,412,0,0,0,0,0,0.2,0.2,11,27,0.00,0.00,13,8,47.1,0,10,5,7,0,0,0,0,0,0,0,0,244,314,77.7,1356,87.3,75.7,61.5,8,20,4,8,11,27.3,36.4,11,4,2,1,0,4,0.0,0.00,0.00,0,35.7,3.28,0.22,0,2023-2024
2206,Sergio Reguilón,Spain,DF,Brentford,Premier League,26,1996,16,1118,0,4,4,0,0,0.8,0.8,34,38,0.00,0.32,45,20,60.0,6,17,16,41,1,0,0,0,0,0,0,0,351,522,67.2,2626,83.0,73.1,41.5,20,17,17,55,26,50.0,42.3,34,25,2,5,0,13,7.7,0.08,0.00,0.00,41.2,2.82,0.48,0,2023-2024
2207,Bobby Reid,Jamaica,FW,Fulham,Premier League,30,1993,33,1423,6,2,8,6,0,4.6,4.6,35,47,0.38,0.13,22,14,25.0,2,22,5,14,0,0,0,0,0,0,0,0,364,487,74.7,1431,87.9,71.3,45.9,17,25,17,23,25,32.0,48.0,35,18,11,10,6,33,24.2,0.51,0.18,0.75,35.1,2.17,0.25,0,2023-2024
