rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
1349,Koke,Spain,MF,Atlético Madrid,La Liga,31,1992,35,2493,0,4,4,0,0,0.4,0.4,26,212,0.00,0.14,66,44,45.6,12,25,16,34,1,0,0,0,0,0,0,0,2037,2263,90.0,10659,95.4,91.6,71.9,26,196,33,82,11,45.5,54.5,26,32,1,20,0,10,20.0,0.07,0.00,0.00,48.4,2.06,0.40,0,2023-2024
1350,Sead Kolašinac,Bosnia and Herzegovina,DF,Atalanta,Serie A,30,1993,30,2178,1,0,1,1,0,1.3,1.3,32,94,0.04,0.00,44,32,61.2,9,13,21,47,0,0,0,0,0,0,0,0,1077,1278,84.3,6039,91.4,87.7,47.7,8,79,7,75,9,77.8,0.0,32,24,5,9,1,13,38.5,0.21,0.08,0.20,51.5,0.99,0.04,0,2023-2024
1351,Luca Koleosho,Italy,MF,Burnley,Premier League,18,2004,15,974,1,1,2,1,0,2.0,2.0,53,19,0.09,0.09,7,4,20.0,0,13,2,0,0,0,0,0,0,0,0,0,192,274,70.1,475,82.4,70.9,22.2,11,9,6,5,78,42.3,50.0,53,37,29,14,1,23,21.7,0.46,0.04,0.20,6.9,2.59,0.56,0,2023-2024
1352,Randal Kolo Muani,France,FW,Paris S-G,Ligue 1,24,1998,26,1268,6,5,11,6,0,6.1,6.1,36,42,0.43,0.35,10,8,38.5,0,5,4,10,0,0,0,0,0,0,0,0,259,359,72.1,980,77.0,76.2,57.1,26,23,14,15,72,38.9,55.6,36,18,16,21,6,22,54.5,0.85,0.27,0.50,51.7,3.55,0.57,0,2023-2024
1353,Randal Kolo Muani,France,FW,Eint Frankfurt,Bundesliga,24,1998,2,153,1,0,1,1,0,1.3,1.3,6,3,0.59,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,26,65.4,67,73.3,75.0,50.0,0,2,1,1,15,26.7,66.7,6,4,2,8,1,5,20.0,0.59,0.20,1.00,44.4,0.59,0.00,0,2023-2024
1354,Mert Kömür,Germany,MF,Augsburg,Bundesliga,18,2005,4,118,1,0,1,1,0,0.2,0.2,7,4,0.76,0.00,3,3,60.0,0,0,0,1,0,0,0,0,0,0,0,0,30,34,88.2,132,89.5,100.0,100.0,1,1,2,1,4,0.0,75.0,7,5,1,2,1,2,50.0,0.76,0.50,1.00,0.0,3.81,0.00,0,2023-2024
1355,Cheick Konaté,Mali,DF,Clermont Foot,Ligue 1,19,2004,19,1068,1,1,2,1,0,0.5,0.5,22,37,0.08,0.08,26,15,55.6,2,14,13,21,0,0,0,0,0,0,0,0,319,484,65.9,1779,77.1,71.4,34.3,16,27,13,34,43,51.2,46.5,22,19,8,13,1,14,28.6,0.34,0.07,0.25,36.8,2.44,0.17,0,2023-2024
1356,Ibrahima Konaté,France,DF,Liverpool,Premier League,24,1999,22,1574,0,0,0,0,0,0.7,0.7,24,118,0.00,0.00,36,22,75.0,12,6,20,51,1,0,0,0,0,0,0,0,1286,1463,87.9,9043,90.8,93.7,57.9,8,145,8,86,10,60.0,10.0,24,17,0,5,0,11,18.2,0.11,0.00,0.00,71.3,1.37,0.06,0,2023-2024
1357,Geoffrey Kondogbia,Central African Republic,MF,Marseille,Ligue 1,30,1993,26,1463,0,0,0,0,0,0.4,0.4,7,93,0.00,0.00,48,31,40.6,4,17,30,25,0,0,0,0,0,0,0,0,832,952,87.4,4488,92.3,91.8,66.7,11,105,11,45,13,69.2,15.4,7,13,0,14,0,8,12.5,0.06,0.00,0.00,70.8,1.66,0.18,0,2023-2024
1358,Abdoul Koné,France,DF,Reims,Ligue 1,18,2005,3,193,0,0,0,0,0,0.0,0.0,3,5,0.00,0.00,7,7,36.4,0,2,2,9,0,0,0,0,0,0,0,0,53,85,62.4,401,79.2,61.9,47.1,2,6,1,12,3,66.7,33.3,3,1,1,0,0,0,0,0.00,0,0,0.0,0.93,0.93,0,2023-2024
1359,Amadou Koné,Mali,MF,Reims,Ligue 1,18,2005,16,475,0,0,0,0,0,0.3,0.3,2,28,0.00,0.00,13,8,60.0,3,5,10,10,0,0,0,0,0,0,0,0,204,256,79.7,1027,75.8,87.6,82.1,3,19,1,23,3,66.7,33.3,2,5,0,4,0,6,16.7,0.19,0.00,0.00,50.0,1.14,0.00,0,2023-2024
1360,Ibrahima Koné,Mali,FW,Almería,La Liga,24,1999,9,277,0,0,0,0,0,0.4,0.4,5,3,0.00,0.00,1,0,100.0,0,1,0,4,0,0,0,0,0,0,0,0,38,56,67.9,141,73.3,72.2,66.7,2,0,0,5,4,25.0,50.0,5,1,4,1,0,4,50.0,0.65,0.00,0.00,47.4,1.61,0.00,0,2023-2024
1362,Manu Koné,France,MF,Gladbach,Bundesliga,22,2001,22,1561,1,0,1,1,0,1.2,1.2,42,70,0.06,0.00,45,26,68.0,1,21,15,16,1,0,0,0,0,0,0,0,583,688,84.7,2218,89.7,88.4,70.5,24,45,12,23,69,53.6,37.7,42,33,6,41,1,24,33.3,0.46,0.04,0.13,46.7,3.40,0.17,0,2023-2024
1363,Ezri Konsa,England,DF,Aston Villa,Premier League,25,1997,35,3069,1,0,1,1,0,2.5,2.5,37,136,0.03,0.00,54,32,85.2,20,16,28,73,3,0,0,0,0,0,0,0,1907,2094,91.1,10672,94.2,93.2,73.6,8,132,14,239,34,55.9,17.6,37,20,3,17,1,19,26.3,0.15,0.05,0.20,68.2,1.00,0.18,0,2023-2024
1364,Teun Koopmeiners,Netherlands,MF,Atalanta,Serie A,25,1998,34,2627,12,5,17,10,2,6.5,5.0,79,169,0.41,0.17,39,24,34.0,3,30,10,35,0,0,0,0,0,0,0,0,1092,1419,77.0,6491,85.6,83.2,53.2,60,126,45,52,50,38.0,58.0,79,54,21,43,12,52,30.8,0.55,0.19,0.63,46.0,4.18,0.41,0,2023-2024
1365,Odilon Kossounou,Ivory Coast,DF,Leverkusen,Bundesliga,22,2001,22,1811,1,0,1,1,0,0.6,0.6,48,141,0.05,0.00,30,20,57.7,3,24,27,43,1,0,0,0,0,0,0,0,1274,1428,89.2,6199,92.8,92.9,71.4,10,155,16,67,40,57.5,42.5,48,35,4,15,1,5,20.0,0.05,0.20,1.00,57.5,1.64,0.15,0,2023-2024
1366,Filip Kostić,Serbia,DF,Juventus,Serie A,30,1992,29,1815,0,4,4,0,0,0.7,0.7,64,88,0.00,0.20,37,23,51.5,8,21,9,43,0,0,0,0,0,0,0,0,726,997,72.8,4579,87.8,77.8,42.8,40,53,30,57,27,22.2,55.6,64,52,11,16,0,21,9.5,0.10,0.00,0.00,39.3,3.52,0.25,0,2023-2024
1367,N'Guessan Kouadio,Ivory Coast,MF,Metz,Ligue 1,20,2003,6,110,0,0,0,0,0,0.1,0.1,1,5,0.00,0.00,3,1,0.0,0,3,1,0,0,0,0,0,0,0,0,0,37,46,80.4,151,73.7,86.4,100.0,0,3,0,1,4,75.0,0.0,1,2,0,2,0,3,33.3,0.82,0.00,0.00,100.0,3.24,0.00,0,2023-2024
1368,Christian Kouamé,Ivory Coast,FW,Fiorentina,Serie A,25,1997,23,1089,2,1,3,2,0,1.9,1.9,12,41,0.17,0.08,13,4,60.0,0,16,2,10,0,0,0,0,0,0,0,0,325,448,72.5,1038,79.2,77.4,57.1,12,15,18,12,29,31.0,62.1,12,12,5,29,2,24,29.2,0.58,0.08,0.29,56.6,2.98,0.17,0,2023-2024
1369,Rominigue Kouamé,Mali,MF,Cádiz,La Liga,26,1996,16,821,0,0,0,0,0,0.3,0.3,16,34,0.00,0.00,14,9,46.7,2,8,13,10,1,0,0,0,0,0,0,0,355,411,86.4,1351,85.6,89.9,88.2,4,41,5,14,10,70.0,10.0,16,7,1,1,0,5,0.0,0.00,0.00,0,59.4,1.54,0.00,0,2023-2024
1370,Koffi Kouao,Ivory Coast,DF,Metz,Ligue 1,25,1998,13,860,0,2,2,0,0,0.2,0.2,10,29,0.00,0.21,20,13,64.7,6,3,13,38,1,0,0,0,0,0,0,0,317,401,79.1,2296,88.1,82.2,50.0,6,23,7,52,10,80.0,20.0,10,11,3,3,0,5,20.0,0.10,0.00,0.00,68.4,1.36,0.21,0,2023-2024
1371,Tomáš Koubek,Czech Republic,GK,Augsburg,Bundesliga,30,1992,3,270,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,1,1,8,2.67,17,68.0,0,0.0,0,69,98,70.4,1604,100.0,100.0,49.1,0,1,0,105,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,5.6,2023-2024
1372,Therence Koudou,France,DF,Reims,Ligue 1,18,2004,9,314,0,0,0,0,0,0.1,0.1,8,14,0.00,0.00,2,2,0.0,3,1,4,9,0,0,0,0,0,0,0,0,142,173,82.1,704,89.9,90.4,47.6,5,8,3,15,3,100.0,0.0,8,3,1,4,0,2,50.0,0.29,0.00,0.00,12.5,4.01,0.29,0,2023-2024
1373,Jules Koundé,France,DF,Barcelona,La Liga,24,1998,35,2899,1,2,3,1,0,2.0,2.0,67,245,0.03,0.06,37,23,54.9,12,20,25,83,5,0,0,0,0,0,0,0,2478,2757,89.9,13135,94.4,93.6,65.8,23,267,20,157,38,42.1,44.7,67,67,2,12,1,24,25.0,0.19,0.04,0.17,61.7,1.92,0.28,0,2023-2024
1374,Boubakar Kouyaté,Mali,DF,Montpellier,Ligue 1,26,1997,23,1928,0,2,2,0,0,0.8,0.8,4,58,0.00,0.09,49,30,54.9,20,11,29,123,1,0,0,0,0,0,0,0,719,873,82.4,5064,86.5,88.8,63.9,5,49,1,170,3,100.0,0.0,4,3,1,2,0,14,14.3,0.09,0.00,0.00,68.5,0.51,0.09,0,2023-2024
1375,Cheikhou Kouyaté,Senegal,MF,Nott'ham Forest,Premier League,33,1989,12,212,0,0,0,0,0,0.3,0.3,0,5,0.00,0.00,8,5,25.0,1,3,2,10,0,0,0,0,0,0,0,0,47,74,63.5,159,74.4,57.9,50.0,1,3,0,10,2,50.0,50.0,0,1,0,3,0,5,20.0,0.42,0.00,0.00,50.0,3.40,0.42,0,2023-2024
1376,Mateo Kovačić,Croatia,MF,Manchester City,Premier League,29,1994,30,1551,1,0,1,1,0,1.3,1.3,37,100,0.06,0.00,36,25,64.3,1,22,10,10,0,0,0,0,0,0,0,0,1435,1527,94.0,4603,96.9,94.5,71.9,21,120,15,33,32,62.5,21.9,37,51,1,24,1,22,22.7,0.29,0.05,0.20,50.0,3.14,0.35,0,2023-2024
1377,Viktor Kovalenko,Ukraine,MF,Empoli,Serie A,27,1996,17,613,1,1,2,1,0,0.9,0.9,4,20,0.15,0.15,5,2,25.0,2,10,1,7,0,0,0,0,0,0,0,0,179,250,71.6,743,82.0,72.4,40.7,8,15,5,8,9,22.2,77.8,4,0,1,6,1,11,36.4,0.59,0.09,0.25,36.4,2.35,0.15,0,2023-2024
1378,Matej Kovar,Czech Republic,GK,Leverkusen,Bundesliga,23,2000,1,90,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,3,100.0,1,100.0,0,17,17,100.0,274,100.0,100.0,100.0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,33.3,2023-2024
1379,Dawid Kownacki,Poland,FW,Werder Bremen,Bundesliga,26,1997,22,380,0,0,0,0,0,1.3,1.3,5,10,0.00,0.00,1,1,25.0,1,2,0,1,0,0,0,0,0,0,0,0,69,109,63.3,199,72.0,61.8,57.1,5,10,1,2,3,66.7,33.3,5,1,3,5,0,19,21.1,0.95,0.00,0.00,50.0,4.01,0.47,0,2023-2024
1380,Emil Krafth,Sweden,DF,Newcastle Utd,Premier League,28,1994,17,913,0,0,0,0,0,0.2,0.2,12,29,0.00,0.00,21,14,48.0,3,5,9,21,0,0,0,0,0,0,0,0,488,580,84.1,2971,89.5,91.5,38.5,9,26,13,48,6,50.0,33.3,12,9,1,3,0,4,0.0,0.00,0.00,0,46.4,1.77,0.10,0,2023-2024
1381,Alex Král,Czech Republic,MF,Union Berlin,Bundesliga,25,1998,24,1370,0,0,0,0,0,1.7,1.7,15,44,0.00,0.00,19,14,40.0,4,11,11,30,0,0,0,0,0,0,0,0,340,487,69.8,1533,80.6,76.0,43.6,5,32,6,37,12,41.7,41.7,15,16,1,12,0,18,27.8,0.33,0.00,0.00,48.5,1.51,0.00,0,2023-2024
1382,Andrej Kramarić,Croatia,MF,Hoffenheim,Bundesliga,32,1991,30,2199,15,6,21,10,5,11.1,7.1,71,119,0.61,0.25,11,2,46.2,2,12,10,12,2,0,0,0,0,0,0,0,904,1139,79.4,3748,88.5,81.8,54.5,78,67,22,29,51,49.0,43.1,71,49,24,27,15,64,45.3,1.19,0.16,0.34,40.9,5.53,0.65,0,2023-2024
1383,Christoph Kramer,Germany,MF,Gladbach,Bundesliga,32,1991,14,249,0,0,0,0,0,0.1,0.1,10,17,0.00,0.00,10,5,14.3,1,6,4,6,0,0,0,0,0,0,0,0,145,183,79.2,667,80.6,88.4,58.3,2,14,1,6,10,40.0,50.0,10,3,4,4,0,1,0.0,0.00,0.00,0,50.0,1.80,0.00,0,2023-2024
1384,Frans Krätzig,Germany,DF,Bayern Munich,Bundesliga,20,2003,4,56,0,0,0,0,0,0.3,0.3,0,7,0.00,0.00,2,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,90.0,183,92.3,90.0,66.7,2,3,1,4,1,0.0,100.0,0,1,0,2,0,2,100.0,3.21,0.00,0.00,0,3.16,0.00,0,2023-2024
1385,Tom Krauß,Germany,MF,Mainz 05,Bundesliga,22,2001,29,1346,1,2,3,1,0,0.8,0.8,12,68,0.07,0.13,57,33,36.2,4,29,17,28,0,0,0,0,0,0,0,0,486,651,74.7,2399,83.4,81.6,45.9,7,42,9,40,12,25.0,66.7,12,13,4,13,1,19,10.5,0.13,0.05,0.50,57.7,1.47,0.20,0,2023-2024
1386,Rasmus Kristensen,Denmark,DF,Roma,Serie A,26,1997,29,1744,1,1,2,1,0,0.5,0.5,16,40,0.05,0.05,36,19,56.0,7,20,8,50,0,0,0,0,0,0,0,0,799,1037,77.0,3602,88.2,79.2,43.0,12,35,11,74,17,41.2,58.8,16,9,6,5,1,9,22.2,0.10,0.11,0.50,58.8,1.44,0.15,0,2023-2024
1387,Thomas Kristensen,Denmark,DF,Udinese,Serie A,21,2002,26,2096,0,1,1,0,0,1.1,1.1,20,47,0.00,0.04,35,24,63.6,20,9,29,118,0,0,0,0,0,0,0,0,662,863,76.7,5457,85.3,79.2,58.3,4,33,2,164,10,100.0,0.0,20,10,1,5,0,10,30.0,0.13,0.00,0.00,59.2,0.64,0.13,0,2023-2024
1388,Toni Kroos,Germany,MF,Real Madrid,La Liga,33,1990,33,2124,1,8,9,1,0,1.6,1.6,32,290,0.04,0.34,53,34,40.7,4,18,17,11,1,0,0,0,0,0,0,0,2291,2505,91.5,15443,97.0,94.0,76.0,62,327,23,58,8,62.5,37.5,32,51,1,6,1,35,37.1,0.55,0.03,0.08,66.7,4.24,0.47,0,2023-2024
1389,Nikola Krstović,Montenegro,FW,Lecce,Serie A,23,2000,35,2373,7,1,8,6,1,11.6,9.2,32,52,0.27,0.04,17,6,60.0,4,8,4,22,0,0,0,0,0,0,0,0,354,526,67.3,1126,72.9,75.8,62.9,41,28,14,30,61,47.5,42.6,32,21,17,39,7,89,22.5,0.76,0.07,0.30,43.4,2.96,0.15,0,2023-2024
1390,Rade Krunić,Bosnia and Herzegovina,MF,Milan,Serie A,29,1993,10,687,0,0,0,0,0,0.1,0.1,5,24,0.00,0.00,10,8,44.4,3,4,11,14,0,0,0,0,0,0,0,0,388,431,90.0,1258,93.3,89.9,82.6,5,17,2,28,2,100.0,0.0,5,7,0,3,0,2,0.0,0.00,0.00,0,64.7,1.31,0.00,0,2023-2024
1391,Lukas Kübler,Germany,DF,Freiburg,Bundesliga,30,1992,26,1847,1,0,1,1,0,0.6,0.6,13,70,0.05,0.00,50,24,61.9,14,22,37,57,1,0,0,0,0,0,0,0,805,1030,78.2,4910,88.8,80.4,50.7,4,74,4,106,10,30.0,30.0,13,14,0,6,1,8,37.5,0.15,0.13,0.33,58.3,0.68,0.10,0,2023-2024
1392,Takefusa Kubo,Japan,FW,Real Sociedad,La Liga,22,2001,30,2150,7,4,11,7,0,3.5,3.5,136,89,0.29,0.17,26,17,39.1,2,19,11,8,1,0,0,0,0,0,0,0,611,862,70.9,2892,84.7,71.8,46.6,58,38,31,11,117,47.0,37.6,136,57,63,27,7,46,45.7,0.88,0.15,0.33,40.7,4.61,0.29,0,2023-2024
1394,Mohammed Kudus,Ghana,FW,West Ham,Premier League,22,2000,33,2484,8,6,14,8,0,5.1,5.1,117,80,0.29,0.22,65,47,50.0,0,25,11,9,1,0,0,0,0,0,0,0,677,875,77.4,1764,88.1,82.2,64.8,28,32,29,20,221,56.1,34.8,117,62,40,93,8,67,25.4,0.62,0.12,0.47,34.1,3.62,0.58,0,2023-2024
1396,Dejan Kulusevski,Sweden,FW,Tottenham,Premier League,23,2000,36,2762,8,3,11,8,0,4.7,4.7,151,144,0.26,0.10,62,33,37.3,1,23,18,2,1,0,0,0,0,0,0,0,953,1234,77.2,3584,87.1,76.9,54.2,66,55,73,12,129,41.9,51.2,151,61,82,65,8,57,40.4,0.75,0.14,0.35,31.8,4.14,0.26,0,2023-2024
1397,Sael Kumbedi,France,DF,Lyon,Ligue 1,18,2005,17,924,0,1,1,0,0,0.2,0.2,19,42,0.00,0.10,30,20,40.9,3,9,14,18,2,0,0,0,0,0,0,0,470,592,79.4,1816,86.9,80.4,35.0,5,30,11,24,20,35.0,65.0,19,22,4,7,0,6,66.7,0.39,0.00,0.00,30.8,1.56,0.19,0,2023-2024
1398,Marash Kumbulla,Albania,DF,Sassuolo,Serie A,23,2000,7,362,0,0,0,0,0,0.0,0.0,2,3,0.00,0.00,3,2,50.0,6,2,0,22,0,0,0,0,0,0,0,0,83,106,78.3,785,90.9,88.1,40.0,0,5,2,38,0,0,0,2,0,0,0,0,0,0,0.00,0,0,50.0,0.25,0.00,0,2023-2024
1400,Layvin Kurzawa,France,DF,Paris S-G,Ligue 1,30,1992,1,9,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,100.0,38,100.0,100.0,100.0,0,0,0,0,1,0.0,100.0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0,2023-2024
1401,Berkan Kutlu,Turkey,MF,Genoa,Serie A,25,1998,6,199,0,0,0,0,0,0.2,0.2,4,5,0.00,0.00,6,4,50.0,0,3,4,5,0,0,0,0,0,0,0,0,46,64,71.9,363,77.8,85.7,62.5,5,7,4,5,2,0.0,50.0,4,0,2,3,0,4,25.0,0.45,0.00,0.00,50.0,3.64,0.00,0,2023-2024
1402,Daler Kuzyaev,Russia,MF,Le Havre,Ligue 1,30,1993,30,2090,2,2,4,2,0,1.8,1.8,23,119,0.09,0.09,34,19,34.9,5,13,22,18,1,0,0,0,0,0,0,0,824,1050,78.5,3407,82.6,84.7,54.5,29,87,21,43,23,52.2,34.8,23,32,6,15,2,16,31.3,0.22,0.13,0.40,56.5,3.10,0.17,0,2023-2024
1403,Khvicha Kvaratskhelia,Georgia,FW,Napoli,Serie A,22,2001,34,2737,11,6,17,11,0,11.1,11.1,184,89,0.36,0.20,42,21,30.6,1,14,13,9,0,0,0,0,0,0,0,0,965,1200,80.4,2850,90.5,80.6,59.3,63,46,34,10,220,45.9,44.5,184,108,81,48,11,128,35.2,1.48,0.09,0.24,35.5,5.10,0.53,0,2023-2024
1404,Giorgi Kvernadze,Georgia,FW,Frosinone,Serie A,20,2003,5,63,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,3,0,100.0,0,1,1,0,0,0,0,0,0,0,0,0,31,36,86.1,57,94.4,90.9,75.0,0,1,0,0,5,60.0,40.0,0,1,0,3,0,0,0,0.00,0,0,0,0.00,0.00,0,2023-2024
1405,Moritz-Broni Kwarteng,Ghana,FW,Bochum,Bundesliga,25,1998,11,281,0,1,1,0,0,1.0,1.0,8,6,0.00,0.32,3,0,14.3,0,4,2,0,0,0,0,0,0,0,0,0,67,94,71.3,208,88.1,69.4,33.3,4,3,2,0,18,38.9,44.4,8,6,3,5,0,14,21.4,0.96,0.00,0.00,0.0,5.44,0.32,0,2023-2024
1406,Grejohn Kyei,France,FW,Clermont Foot,Ligue 1,27,1995,26,1026,2,1,3,1,1,4.9,4.1,12,30,0.18,0.09,6,4,66.7,1,4,1,10,0,0,0,0,0,0,0,0,198,265,74.7,584,80.3,72.3,81.5,12,19,12,12,30,33.3,66.7,12,11,3,19,2,30,23.3,0.61,0.03,0.14,49.1,1.84,0.18,0,2023-2024
1407,Giorgos Kyriakopoulos,Greece,DF,Monza,Serie A,27,1996,28,1712,0,3,3,0,0,1.2,1.2,64,70,0.00,0.16,19,10,45.8,1,17,13,28,0,0,0,0,0,0,0,0,891,1080,82.5,4779,94.5,84.3,53.3,21,62,20,44,32,56.3,34.4,64,37,13,10,0,24,8.3,0.11,0.00,0.00,37.5,2.58,0.16,0,2023-2024
1408,Luca de la Torre,United States,MF,Celta Vigo,La Liga,25,1998,31,1956,1,4,5,1,0,2.5,2.5,58,93,0.05,0.18,39,21,51.2,4,19,12,17,0,0,0,0,0,0,0,0,620,764,81.2,2176,90.0,85.9,51.9,17,58,7,21,32,34.4,59.4,58,40,12,28,1,24,33.3,0.37,0.04,0.13,27.5,1.98,0.23,0,2023-2024
1409,Gaëtan Laborde,France,FW,Nice,Ligue 1,29,1994,34,1906,5,2,7,4,1,7.7,6.1,33,46,0.24,0.09,18,12,36.7,2,18,6,8,1,0,0,0,0,0,0,0,366,558,65.6,1386,74.3,68.0,36.4,27,25,26,9,50,34.0,66.0,33,24,16,26,5,62,35.5,1.04,0.06,0.18,50.0,2.46,0.14,0,2023-2024
1410,Alexandre Lacazette,France,FW,Lyon,Ligue 1,32,1991,29,2293,19,2,21,17,2,11.4,9.8,22,61,0.75,0.08,19,12,29.4,3,19,8,9,0,0,0,0,0,0,0,0,397,561,70.8,1574,74.6,72.4,63.0,21,38,17,14,42,52.4,40.5,22,20,10,37,19,60,55.0,1.30,0.28,0.52,40.3,2.20,0.35,0,2023-2024
1411,Maxence Lacroix,France,DF,Wolfsburg,Bundesliga,23,2000,28,2362,4,1,5,4,0,0.8,0.8,5,79,0.15,0.04,48,29,70.7,12,23,24,121,0,0,0,0,0,0,0,0,1228,1449,84.7,9524,88.4,90.1,69.4,8,91,6,193,15,46.7,53.3,5,9,0,1,4,12,66.7,0.30,0.33,0.50,56.1,0.91,0.08,0,2023-2024
1412,Alban Lafont,France,GK,Nantes,Ligue 1,24,1999,28,2496,0,0,0,0,0,0.0,0.0,0,3,0.00,0.00,0,0,0.0,0,0,0,14,0,43,1.55,75,70.3,7,25.0,0.0,720,1006,71.6,13677,99.3,98.6,43.4,0,14,0,914,1,0.0,0.0,0,0,0,0,0,0,0,0.00,0,0,91.7,0.22,0.00,8.6,2023-2024
1413,Yoel Lago,Spain,DF,Celta Vigo,La Liga,19,2004,1,90,0,0,0,0,0,0.0,0.0,0,2,0.00,0.00,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,82,86,95.3,591,92.1,100.0,100.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2.00,0.00,0,2023-2024
1414,Aïssa Laïdouni,Tunisia,MF,Union Berlin,Bundesliga,26,1996,23,1071,0,3,3,0,0,0.7,0.7,24,56,0.00,0.25,21,12,33.3,2,24,12,14,2,0,0,0,0,0,0,0,404,512,78.9,1856,85.1,80.6,67.3,12,38,17,19,27,37.0,59.3,24,17,5,20,0,13,38.5,0.42,0.00,0.00,46.2,2.44,0.34,0,2023-2024
1415,Konrad Laimer,Austria,DF,Bayern Munich,Bundesliga,26,1997,29,1772,0,3,3,0,0,1.0,1.0,62,127,0.00,0.15,56,36,42.3,6,36,18,13,2,0,0,0,0,0,0,0,1294,1457,88.8,5056,91.9,92.4,74.5,24,104,26,37,48,47.9,45.8,62,56,17,17,0,17,29.4,0.25,0.00,0.00,38.7,3.40,0.41,0,2023-2024
1416,Stefan Lainer,Austria,DF,Gladbach,Bundesliga,30,1992,15,751,0,1,1,0,0,0.2,0.2,15,37,0.00,0.12,23,16,58.3,6,7,5,28,0,0,0,0,0,0,0,0,375,483,77.6,1973,87.5,79.1,39.5,8,22,12,36,8,25.0,75.0,15,14,3,4,0,3,0.0,0.00,0.00,0,36.8,2.28,0.12,0,2023-2024
1417,Kenny Lala,Madagascar,DF,Brest,Ligue 1,31,1991,33,2970,2,3,5,2,0,0.5,0.5,45,200,0.06,0.09,78,51,53.6,6,21,28,75,1,0,0,0,0,0,0,0,1713,2195,78.0,12428,86.6,82.4,65.8,35,164,45,130,38,50.0,47.4,45,51,3,12,2,14,50.0,0.21,0.14,0.29,33.3,2.97,0.27,0,2023-2024
1418,Adam Lallana,England,MF,Brighton,Premier League,35,1988,25,850,0,1,1,0,0,0.8,0.8,9,39,0.00,0.11,8,3,0.0,1,1,3,1,0,0,0,0,0,0,0,0,451,509,88.6,1088,92.6,86.7,87.5,15,21,16,5,13,23.1,69.2,9,12,4,18,0,11,18.2,0.21,0.00,0.00,37.5,2.96,0.11,0,2023-2024
1420,Érik Lamela,Argentina,FW,Sevilla,La Liga,31,1992,13,463,2,0,2,2,0,1.0,1.0,11,17,0.39,0.00,21,14,66.7,0,12,1,5,0,0,0,0,0,0,0,0,142,174,81.6,451,88.2,79.6,33.3,12,11,6,2,16,43.8,56.3,11,13,4,13,2,9,44.4,0.78,0.22,0.50,37.5,3.89,0.39,0,2023-2024
1421,Mohamed Lamine Bayo,Guinea,FW,Le Havre,Ligue 1,25,1998,22,1389,5,1,6,3,2,7.2,5.7,18,20,0.32,0.06,13,5,20.0,1,7,2,11,0,0,0,0,0,0,0,0,201,310,64.8,559,70.6,66.0,46.2,13,17,11,11,39,43.6,51.3,18,16,14,24,5,43,34.9,0.97,0.07,0.20,46.2,2.53,0.39,0,2023-2024
1422,Didier Lamkel Zé,Cameroon,FW,Metz,Ligue 1,26,1996,9,550,1,0,1,1,0,1.6,1.6,15,19,0.16,0.00,7,2,40.0,0,4,0,11,0,0,0,0,0,0,0,0,137,190,72.1,608,80.6,75.3,60.7,6,14,3,15,17,35.3,64.7,15,19,4,7,1,11,27.3,0.49,0.09,0.33,38.2,2.45,0.00,0,2023-2024
1423,Tariq Lamptey,Ghana,DF,Brighton,Premier League,22,2000,19,914,0,3,3,0,0,0.4,0.4,39,17,0.00,0.30,21,14,59.1,3,4,6,6,0,0,0,0,0,0,0,0,379,454,83.5,916,89.7,82.8,59.1,10,6,12,21,19,31.6,42.1,39,17,12,2,0,6,0.0,0.00,0.00,0,30.8,1.68,0.30,0,2023-2024
