Rk,player,Nation,Pos,Squad,league,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Rk_sht,Nation_sht,Pos_sht,Age_sht,Born_sht,90s_sht,Gls_sht,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_sht,PKatt_sht,Matches_sht
2139,Julien Ponceau,fr FRA,MF,Lorient,fr Ligue 1,22,2000,32,27,2244,24.9,3,2,5,3,0,0,5,0,0.12,0.08,0.20,0.12,0.20,Matches,2139,fr FRA,MF,22,2000,24.9,3,33,13,39.4,1.32,0.52,0.09,0.23,0,0,Matches
2140,Marin Pongračić,hr CRO,DF,Lecce,it Serie A,25,1997,36,36,3219,35.8,0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,Matches,2140,hr CRO,DF,25,1997,35.8,0,13,3,23.1,0.36,0.08,0.00,0.00,0,0,Matches
2141,Nick Pope,eng ENG,GK,Newcastle,eng Premier League,31,1992,15,15,1345,14.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2141,eng ENG,GK,31,1992,14.9,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches
2142,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,23,1999,35,35,3089,34.3,3,7,10,3,0,0,3,0,0.09,0.20,0.29,0.09,0.29,Matches,2142,es ESP,DF,23,1999,34.3,3,53,12,22.6,1.54,0.35,0.06,0.25,0,0,Matches
2144,Portu,es ESP,"MF,FW",Girona,es La Liga,31,1992,33,11,1188,13.2,7,5,12,7,0,0,3,0,0.53,0.38,0.91,0.53,0.91,Matches,2144,es ESP,"MF,FW",31,1992,13.2,7,21,11,52.4,1.59,0.83,0.33,0.64,0,0,Matches
2145,Stefan Posch,at AUT,DF,Bologna,it Serie A,26,1997,31,29,2409,26.8,1,2,3,1,0,0,7,0,0.04,0.07,0.11,0.04,0.11,Matches,2145,at AUT,DF,26,1997,26.8,1,18,4,22.2,0.67,0.15,0.06,0.25,0,0,Matches
2146,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,29,1994,28,12,1217,13.5,5,2,7,5,0,0,0,0,0.37,0.15,0.52,0.37,0.52,Matches,2146,dk DEN,FW,29,1994,13.5,5,29,16,55.2,2.14,1.18,0.17,0.31,0,0,Matches
2148,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,24,1999,21,9,976,10.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2148,es ESP,"DF,MF",24,1999,10.8,0,4,2,50.0,0.37,0.18,0.00,0.00,0,0,Matches
2149,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,22,2001,26,16,1449,16.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2149,es ESP,MF,22,2001,16.1,0,7,4,57.1,0.43,0.25,0.00,0.00,0,0,Matches
2150,Matteo Prati,it ITA,MF,Cagliari,it Serie A,19,2003,26,19,1972,21.9,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,Matches,2150,it ITA,MF,19,2003,21.9,1,35,11,31.4,1.60,0.50,0.03,0.09,0,0,Matches
2151,Abdón Prats,es ESP,FW,Mallorca,es La Liga,30,1992,34,11,1270,14.1,6,1,7,6,0,0,4,0,0.43,0.07,0.50,0.43,0.50,Matches,2151,es ESP,FW,30,1992,14.1,6,33,14,42.4,2.34,0.99,0.18,0.43,0,0,Matches
2153,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,28,1995,28,27,2139,23.8,4,5,9,4,0,0,10,1,0.17,0.21,0.38,0.17,0.38,Matches,2153,de GER,MF,28,1995,23.8,4,26,8,30.8,1.09,0.34,0.15,0.50,0,0,Matches
2154,Ivan Provedel,it ITA,GK,Lazio,it Serie A,29,1994,30,30,2699,30.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2154,it ITA,GK,29,1994,30.0,0,0,0,,0.00,0.00,,,0,0,Matches
2155,Marc Pubill,es ESP,DF,Almería,es La Liga,20,2003,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,Matches,2155,es ESP,DF,20,2003,20.9,1,20,5,25.0,0.96,0.24,0.05,0.20,0,0,Matches
2157,Antonio Puertas,es ESP,"MF,FW",Granada,es La Liga,31,1992,27,6,730,8.1,0,2,2,0,0,2,3,1,0.00,0.25,0.25,0.00,0.25,Matches,2157,es ESP,"MF,FW",31,1992,8.1,0,19,5,26.3,2.34,0.62,0.00,0.00,0,2,Matches
2159,Christian Pulisic,us USA,"MF,FW",Milan,it Serie A,24,1998,36,32,2602,28.9,12,8,20,12,0,0,2,0,0.42,0.28,0.69,0.42,0.69,Matches,2159,us USA,"MF,FW",24,1998,28.9,12,65,31,47.7,2.25,1.07,0.18,0.39,0,0,Matches
2161,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,20,2003,17,13,1190,13.2,2,0,2,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,2161,eng ENG,DF,20,2003,13.2,2,6,4,66.7,0.45,0.30,0.33,0.50,0,0,Matches
2163,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,28,1995,31,30,2651,29.5,5,3,8,5,0,0,8,0,0.17,0.10,0.27,0.17,0.27,Matches,2163,fr FRA,MF,28,1995,29.5,5,38,17,44.7,1.29,0.58,0.13,0.29,0,0,Matches
2164,Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,25,1998,22,8,820,9.1,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches,2164,rs SRB,MF,25,1998,9.1,1,17,4,23.5,1.87,0.44,0.06,0.25,0,0,Matches
2167,Aleksandar Radovanović,rs SRB,DF,Almería,es La Liga,29,1993,9,8,569,6.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2167,rs SRB,DF,29,1993,6.3,0,1,0,0.0,0.16,0.00,0.00,,0,0,Matches
2169,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,27,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2169,rs SRB,GK,27,1996,7.0,0,0,0,,0.00,0.00,,,0,0,Matches
2170,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,24,1999,28,17,1204,13.4,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,2170,tn TUN,MF,24,1999,13.4,1,16,3,18.8,1.20,0.22,0.06,0.33,0,0,Matches
2172,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,31,1991,26,25,2195,24.4,3,2,5,3,0,0,6,1,0.12,0.08,0.21,0.12,0.21,Matches,2172,es ESP,DF,31,1991,24.4,3,29,9,31.0,1.19,0.37,0.10,0.33,0,0,Matches
2174,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,27,1995,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2174,rs SRB,GK,27,1995,36.0,0,0,0,,0.00,0.00,,,0,0,Matches
2176,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,35,1988,18,16,1425,15.8,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,Matches,2176,hr CRO,MF,35,1988,15.8,2,32,8,25.0,2.02,0.51,0.06,0.25,0,0,Matches
2177,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,27,1996,34,34,2970,33.0,1,0,1,1,0,0,13,0,0.03,0.00,0.03,0.03,0.03,Matches,2177,al ALB,MF,27,1996,33.0,1,31,6,19.4,0.94,0.18,0.03,0.17,0,0,Matches
2178,Largie Ramazani,be BEL,"MF,FW",Almería,es La Liga,22,2001,29,16,1555,17.3,3,5,8,3,0,0,11,2,0.17,0.29,0.46,0.17,0.46,Matches,2178,be BEL,"MF,FW",22,2001,17.3,3,40,13,32.5,2.32,0.75,0.08,0.23,0,0,Matches
2180,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,28,1995,27,21,1808,20.1,1,3,4,1,0,1,3,0,0.05,0.15,0.20,0.05,0.20,Matches,2180,es ESP,"FW,MF",28,1995,20.1,1,52,19,36.5,2.59,0.95,0.02,0.05,0,1,Matches
2181,Chris Ramos,es ESP,FW,Cádiz,es La Liga,26,1997,37,30,2612,29.0,5,1,6,5,0,0,5,0,0.17,0.03,0.21,0.17,0.21,Matches,2181,es ESP,FW,26,1997,29.0,5,76,27,35.5,2.62,0.93,0.07,0.19,0,0,Matches
2182,Gonçalo Ramos,pt POR,FW,PSG,fr Ligue 1,22,2001,29,16,1419,15.8,11,1,12,10,1,1,1,0,0.70,0.06,0.76,0.63,0.70,Matches,2182,pt POR,FW,22,2001,15.8,11,55,21,38.2,3.49,1.33,0.20,0.52,1,1,Matches
2183,Sergio Ramos,es ESP,DF,Sevilla,es La Liga,37,1986,28,28,2517,28.0,3,0,3,3,0,0,7,1,0.11,0.00,0.11,0.11,0.11,Matches,2183,es ESP,DF,37,1986,28.0,3,28,11,39.3,1.00,0.39,0.11,0.27,0,0,Matches
2184,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2184,eng ENG,GK,25,1998,6.0,0,0,0,,0.00,0.00,,,0,0,Matches
2185,Aaron Ramsey,eng ENG,MF,Burnley,eng Premier League,20,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2185,eng ENG,MF,20,2003,5.9,0,6,2,33.3,1.02,0.34,0.00,0.00,0,0,Matches
2186,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,22,2001,16,8,853,9.5,1,1,2,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,Matches,2186,eng ENG,MF,22,2001,9.5,1,19,5,26.3,2.00,0.53,0.05,0.20,0,0,Matches
2187,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24,1999,26,23,2065,22.9,2,1,3,2,0,0,14,0,0.09,0.04,0.13,0.09,0.13,Matches,2187,it ITA,DF,24,1999,22.9,2,10,3,30.0,0.44,0.13,0.20,0.67,0,0,Matches
2190,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1996,28,17,1368,15.2,6,9,15,5,1,1,4,1,0.39,0.59,0.99,0.33,0.92,Matches,2190,br BRA,"FW,MF",26,1996,15.2,6,59,22,37.3,3.88,1.45,0.10,0.27,1,1,Matches
2192,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,24,14,1175,13.1,2,0,2,2,0,0,4,2,0.15,0.00,0.15,0.15,0.15,Matches,2192,xk KVX,"MF,FW",30,1993,13.1,2,16,5,31.3,1.23,0.38,0.13,0.40,0,0,Matches
2193,Marcus Rashford,eng ENG,"MF,FW",Manchester Utd,eng Premier League,25,1997,33,26,2271,25.2,7,2,9,5,2,2,2,0,0.28,0.08,0.36,0.20,0.28,Matches,2193,eng ENG,"MF,FW",25,1997,25.2,7,62,21,33.9,2.46,0.83,0.11,0.33,2,2,Matches
2194,Giacomo Raspadori,it ITA,FW,Napoli,it Serie A,23,2000,37,14,1584,17.6,5,3,8,5,0,1,0,0,0.28,0.17,0.45,0.28,0.45,Matches,2194,it ITA,FW,23,2000,17.6,5,61,24,39.3,3.47,1.36,0.08,0.21,0,1,Matches
2195,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,25,1998,12,6,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2195,ro ROU,"DF,MF",25,1998,7.0,0,6,1,16.7,0.86,0.14,0.00,0.00,0,0,Matches
2196,Raúl,es ESP,FW,Osasuna,es La Liga,22,2000,35,13,1355,15.1,6,1,7,6,0,0,4,0,0.40,0.07,0.46,0.40,0.46,Matches,2196,es ESP,FW,22,2000,15.1,6,33,12,36.4,2.19,0.80,0.18,0.50,0,0,Matches
2197,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25,1998,31,31,2739,30.4,2,8,10,2,0,0,6,0,0.07,0.26,0.33,0.07,0.33,Matches,2197,de GER,DF,25,1998,30.4,2,14,4,28.6,0.46,0.13,0.14,0.50,0,0,Matches
2198,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,23,1999,6,6,535,5.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2198,it ITA,GK,23,1999,5.9,0,0,0,,0.00,0.00,,,0,0,Matches
2199,David Raya,es ESP,GK,Arsenal,eng Premier League,27,1995,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2199,es ESP,GK,27,1995,32.0,0,0,0,,0.00,0.00,,,0,0,Matches
2200,Tim Ream,us USA,DF,Fulham,eng Premier League,35,1987,18,17,1503,16.7,1,0,1,1,0,0,4,1,0.06,0.00,0.06,0.06,0.06,Matches,2200,us USA,DF,35,1987,16.7,1,1,1,100.0,0.06,0.06,1.00,1.00,0,0,Matches
2201,Abde Rebbach,dz ALG,MF,Alavés,es La Liga,24,1998,23,6,722,8.0,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,2201,dz ALG,MF,24,1998,8.0,1,17,4,23.5,2.12,0.50,0.06,0.25,0,0,Matches
2203,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28,1995,27,15,1325,14.7,0,2,2,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,Matches,2203,eng ENG,MF,28,1995,14.7,0,9,2,22.2,0.61,0.14,0.00,0.00,0,0,Matches
2205,Sergio Reguilón,es ESP,"MF,DF",Brentford,eng Premier League,26,1996,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.00,0.32,0.32,0.00,0.32,Matches,2205,es ESP,"MF,DF",26,1996,12.4,0,13,2,15.4,1.05,0.16,0.00,0.00,0,0,Matches
2206,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,25,1998,36,33,2820,31.3,3,3,6,3,0,0,8,0,0.10,0.10,0.19,0.10,0.19,Matches,2206,nl NED,MF,25,1998,31.3,3,44,9,20.5,1.40,0.29,0.07,0.33,0,0,Matches
2208,Reinier,br BRA,"MF,FW",Frosinone,it Serie A,21,2002,22,13,1059,11.8,2,2,4,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches,2208,br BRA,"MF,FW",21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,0,0,Matches
2209,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,21,2002,34,24,2136,23.7,6,3,9,6,0,0,2,0,0.25,0.13,0.38,0.25,0.38,Matches,2209,de GER,MF,21,2002,23.7,6,34,14,41.2,1.43,0.59,0.18,0.43,0,0,Matches
2210,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28,1995,37,37,3275,36.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2210,es ESP,GK,28,1995,36.4,0,0,0,,0.00,0.00,,,0,0,Matches
2211,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18,2005,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2211,fr FRA,GK,18,2005,34.0,0,0,0,,0.00,0.00,,,0,0,Matches
2212,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24,1999,29,26,2216,24.6,7,2,9,6,1,1,5,0,0.28,0.08,0.37,0.24,0.32,Matches,2212,it ITA,FW,24,1999,24.6,7,63,23,36.5,2.56,0.93,0.11,0.30,1,1,Matches
2213,Marco Reus,de GER,MF,Dortmund,de Bundesliga,34,1989,26,18,1601,17.8,6,8,14,6,0,0,2,0,0.34,0.45,0.79,0.34,0.79,Matches,2213,de GER,MF,34,1989,17.8,6,42,20,47.6,2.36,1.12,0.14,0.30,0,0,Matches
2214,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,25,1997,25,24,1985,22.1,2,0,2,1,1,1,4,0,0.09,0.00,0.09,0.05,0.05,Matches,2214,xk KVX,MF,25,1997,22.1,2,28,4,14.3,1.27,0.18,0.07,0.50,1,1,Matches
2217,Chadi Riad,ma MAR,DF,Real Betis,es La Liga,20,2003,26,24,2164,24.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2217,ma MAR,DF,20,2003,24.0,0,11,5,45.5,0.46,0.21,0.00,0.00,0,0,Matches
2218,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23,1999,29,24,2220,24.7,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,2218,br BRA,DF,23,1999,24.7,0,17,2,11.8,0.69,0.08,0.00,0.00,0,0,Matches
2220,Samuele Ricci,it ITA,MF,Torino,it Serie A,21,2001,32,28,2395,26.6,1,2,3,1,0,0,8,1,0.04,0.08,0.11,0.04,0.11,Matches,2220,it ITA,MF,21,2001,26.6,1,30,5,16.7,1.13,0.19,0.03,0.20,0,0,Matches
2221,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,24,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,0.20,0.22,0.42,0.20,0.42,Matches,2221,eng ENG,MF,24,1999,35.8,7,58,20,34.5,1.62,0.56,0.12,0.35,0,0,Matches
2222,Chris Richards,us USA,"DF,MF",Crystal Palace,eng Premier League,23,2000,26,23,2094,23.3,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches,2222,us USA,"DF,MF",23,2000,23.3,1,11,3,27.3,0.47,0.13,0.09,0.33,0,0,Matches
2223,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,21,2002,28,14,1352,15.0,3,1,4,3,0,0,4,0,0.20,0.07,0.27,0.20,0.27,Matches,2223,ma MAR,MF,21,2002,15.0,3,17,8,47.1,1.13,0.53,0.18,0.38,0,0,Matches
2224,Richarlison,br BRA,"FW,MF",Tottenham,eng Premier League,26,1997,28,18,1491,16.6,11,4,15,11,0,0,3,0,0.66,0.24,0.91,0.66,0.91,Matches,2224,br BRA,"FW,MF",26,1997,16.6,11,61,25,41.0,3.68,1.51,0.18,0.44,0,0,Matches
2225,Marco Richter,de GER,MF,Mainz 05,de Bundesliga,25,1997,20,7,717,8.0,1,0,1,1,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,2225,de GER,MF,25,1997,8.0,1,38,9,23.7,4.77,1.13,0.03,0.11,0,0,Matches
2226,Diego Rico,es ESP,DF,Getafe,es La Liga,30,1993,32,28,2535,28.2,0,7,7,0,0,0,10,0,0.00,0.25,0.25,0.00,0.25,Matches,2226,es ESP,DF,30,1993,28.2,0,18,5,27.8,0.64,0.18,0.00,0.00,0,0,Matches
2227,Clemens Riedel,de GER,"DF,MF",Darmstadt 98,de Bundesliga,20,2003,14,9,755,8.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2227,de GER,"DF,MF",20,2003,8.4,0,8,3,37.5,0.95,0.36,0.00,0.00,0,0,Matches
2230,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34,1988,33,33,2970,33.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2230,de GER,GK,34,1988,33.0,0,0,0,,0.00,0.00,,,0,0,Matches
2231,Luis Rioja,es ESP,MF,Alavés,es La Liga,29,1993,37,31,2498,27.8,5,4,9,2,3,4,4,0,0.18,0.14,0.32,0.07,0.22,Matches,2231,es ESP,MF,29,1993,27.8,5,57,19,33.3,2.05,0.68,0.09,0.26,3,4,Matches
2233,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,23,2000,34,17,1528,17.0,3,5,8,3,0,0,1,0,0.18,0.29,0.47,0.18,0.47,Matches,2233,es ESP,"MF,DF",23,2000,17.0,3,37,16,43.2,2.18,0.94,0.08,0.19,0,0,Matches
2235,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,27,1995,12,9,808,9.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2235,rs SRB,"DF,MF",27,1995,9.0,0,10,4,40.0,1.11,0.45,0.00,0.00,0,0,Matches
2238,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,31,1992,14,10,860,9.6,3,2,5,3,0,0,4,0,0.31,0.21,0.52,0.31,0.52,Matches,2238,es ESP,"MF,DF",31,1992,9.6,3,10,4,40.0,1.05,0.42,0.30,0.75,0,0,Matches
2239,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26,1997,33,29,2381,26.5,0,5,5,0,0,0,11,0,0.00,0.19,0.19,0.00,0.19,Matches,2239,ar ARG,MF,26,1997,26.5,0,37,13,35.1,1.40,0.49,0.00,0.00,0,0,Matches
2240,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,27,1995,14,8,823,9.1,0,1,1,0,0,0,5,1,0.00,0.11,0.11,0.00,0.11,Matches,2240,wls WAL,DF,27,1995,9.1,0,0,0,,0.00,0.00,,,0,0,Matches
2241,Andy Robertson,sct SCO,DF,Liverpool,eng Premier League,29,1994,23,18,1693,18.8,3,2,5,3,0,0,2,0,0.16,0.11,0.27,0.16,0.27,Matches,2241,sct SCO,DF,29,1994,18.8,3,12,7,58.3,0.64,0.37,0.25,0.43,0,0,Matches
2242,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25,1997,37,37,3265,36.3,0,6,6,0,0,0,6,0,0.00,0.17,0.17,0.00,0.17,Matches,2242,us USA,DF,25,1997,36.3,0,16,7,43.8,0.44,0.19,0.00,0.00,0,0,Matches
2243,Jack Robinson,eng ENG,DF,Sheffield United,eng Premier League,29,1993,34,31,2885,32.1,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,Matches,2243,eng ENG,DF,29,1993,32.1,1,14,6,42.9,0.44,0.19,0.07,0.17,0,0,Matches
2244,Marc Roca,es ESP,MF,Real Betis,es La Liga,26,1996,26,24,1980,22.0,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,Matches,2244,es ESP,MF,26,1996,22.0,2,20,7,35.0,0.91,0.32,0.10,0.29,0,0,Matches
2247,Rodri,es ESP,"MF,DF",Manchester City,eng Premier League,27,1996,34,34,2931,32.6,8,9,17,8,0,0,8,1,0.25,0.28,0.52,0.25,0.52,Matches,2247,es ESP,"MF,DF",27,1996,32.6,8,62,22,35.5,1.90,0.68,0.13,0.36,0,0,Matches
2248,Rodri,es ESP,MF,Real Betis,es La Liga,23,2000,29,9,1051,11.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2248,es ESP,MF,23,2000,11.7,0,18,5,27.8,1.54,0.43,0.00,0.00,0,0,Matches
2250,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,25,1998,24,9,967,10.7,2,1,3,2,0,0,9,0,0.19,0.09,0.28,0.19,0.28,Matches,2250,es ESP,"MF,FW",25,1998,10.7,2,34,10,29.4,3.16,0.93,0.06,0.20,0,0,Matches
2252,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,35,1988,36,31,2615,29.1,2,4,6,2,0,0,9,0,0.07,0.14,0.21,0.07,0.21,Matches,2252,es ESP,MF,35,1988,29.1,2,27,4,14.8,0.93,0.14,0.07,0.50,0,0,Matches
2253,Guido Rodríguez,ar ARG,MF,Real Betis,es La Liga,29,1994,24,22,1846,20.5,2,0,2,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches,2253,ar ARG,MF,29,1994,20.5,2,18,7,38.9,0.88,0.34,0.11,0.29,0,0,Matches
2254,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,34,1989,21,7,822,9.1,2,1,3,1,1,1,0,0,0.22,0.11,0.33,0.11,0.22,Matches,2254,eng ENG,FW,34,1989,9.1,2,22,8,36.4,2.41,0.88,0.09,0.25,1,1,Matches
2255,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,27,1996,37,36,3211,35.7,6,2,8,6,0,0,8,0,0.17,0.06,0.22,0.17,0.22,Matches,2255,es ESP,MF,27,1996,35.7,6,43,14,32.6,1.21,0.39,0.14,0.43,0,0,Matches
2257,Ricardo Rodríguez,ch SUI,"DF,MF",Torino,it Serie A,30,1992,35,34,2772,30.8,1,2,3,1,0,0,4,0,0.03,0.06,0.10,0.03,0.10,Matches,2257,ch SUI,"DF,MF",30,1992,30.8,1,11,2,18.2,0.36,0.06,0.09,0.50,0,0,Matches
2258,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22,2001,34,28,2380,26.4,10,5,15,10,0,1,2,0,0.38,0.19,0.57,0.38,0.57,Matches,2258,br BRA,FW,22,2001,26.4,10,87,36,41.4,3.29,1.36,0.11,0.28,0,1,Matches
2259,Mads Roerslev,dk DEN,"MF,DF",Brentford,eng Premier League,24,1999,34,22,1985,22.1,1,2,3,1,0,0,1,0,0.05,0.09,0.14,0.05,0.14,Matches,2259,dk DEN,"MF,DF",24,1999,22.1,1,7,1,14.3,0.32,0.05,0.14,1.00,0,0,Matches
2260,Rogério,br BRA,"DF,MF",Wolfsburg,de Bundesliga,25,1998,13,10,906,10.1,1,0,1,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,2260,br BRA,"DF,MF",25,1998,10.1,1,4,2,50.0,0.40,0.20,0.25,0.50,0,0,Matches
2261,Morgan Rogers,eng ENG,MF,Aston Villa,eng Premier League,21,2002,11,8,638,7.1,3,1,4,3,0,0,3,0,0.42,0.14,0.56,0.42,0.56,Matches,2261,eng ENG,MF,21,2002,7.1,3,11,5,45.5,1.55,0.71,0.27,0.60,0,0,Matches
2262,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,21,2002,24,17,1477,16.4,2,4,6,2,0,0,3,1,0.12,0.24,0.37,0.12,0.37,Matches,2262,de GER,"MF,FW",21,2002,16.4,2,24,8,33.3,1.46,0.49,0.08,0.25,0,0,Matches
2263,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28,1995,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,2263,it ITA,DF,28,1995,26.8,0,11,5,45.5,0.41,0.19,0.00,0.00,0,0,Matches
2264,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,33,1990,33,30,2715,30.2,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,Matches,2264,it ITA,DF,33,1990,30.2,1,12,1,8.3,0.40,0.03,0.08,1.00,0,0,Matches
2266,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25,1998,33,33,2790,31.0,5,0,5,5,0,0,7,1,0.16,0.00,0.16,0.16,0.16,Matches,2266,ar ARG,DF,25,1998,31.0,5,24,10,41.7,0.77,0.32,0.21,0.50,0,0,Matches
2267,Isaac Romero,es ESP,FW,Sevilla,es La Liga,23,2000,14,14,1039,11.5,4,4,8,4,0,0,2,0,0.35,0.35,0.69,0.35,0.69,Matches,2267,es ESP,FW,23,2000,11.5,4,42,17,40.5,3.64,1.47,0.10,0.24,0,0,Matches
2270,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,31,1991,28,11,936,10.4,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,2270,es ESP,MF,31,1991,10.4,0,10,2,20.0,0.96,0.19,0.00,0.00,0,0,Matches
2271,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28,1994,10,10,851,9.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2271,fr FRA,MF,28,1994,9.5,0,10,3,30.0,1.06,0.32,0.00,0.00,0,0,Matches
